"Sub.Num"	"vanilla"	"vanilla_n"	"vanilla_sd"
"30025"	0.617824584533559	13	0.119315023285123
"30030"	0.637051467142319	19	0.121272973021234
"30049"	0.704576688055999	20	0.109801226215015
"30050"	0.561043986417121	9	0.187937464216671
"30051"	0.576993819925629	13	0.146432576999524
"30052"	0.571898611743185	20	0.107991000827798
"30054"	0.548049052396879	8	0.143756314630381
"30057"	0.775382549006103	15	0.145143905035431
"30065"	0.603404679875663	32	0.140321904228719
"30069"	0.669244510324683	24	0.0849601803754538
"30072"	0.609726591669067	31	0.115968456031609
"30074"	0.912668783311235	26	0.11592448642294
"30075"	0.803820625523232	25	0.107620848082029
"30076"	0.653345546924884	32	0.145985946935485
"30078"	0.662831457224665	31	0.0802520544878284
"30079"	0.744951406994413	32	0.207230795403559
"30081"	0.717559790272076	32	0.0601536481058911
"30085"	0.596745759000332	12	0.1086057300829
